Word,Socialness,LgSUBTLWF,OLD,PLD,Concreteness,Imageability,BOI,SER,Auditory.Lancaster,Gustatory.Lancaster,Haptic.Lancaster,Interoceptive_Lancaster,Olfactory.Lancaster,Visual.Lancaster,Foot_leg.Lancaster,Hand_arm.Lancaster,Head.Lancaster,Mouth.Lancaster,Torso.Lancaster,Minkowski3.perceptual.Lancaster,Exclusivity.perceptual.Lancaster,Valence_Warriner,Arousal_Warriner,Dominance.Warriner,Val_pos,Val_neg,Val_ext,Valence.Mohammad,Arousal.Mohammad,Dominance.Mohammad,SemanticDiversity,AoA.Rating,AoA.Test,GenderAssociation,Emotion.Troche,Polarity.Troche,Social.Troche,Moral.Troche,Thought.Troche,Social.Binder,Human.Binder,Communication.Binder,Self.Binder,Cognition.Binder,Benefit.Binder,Harm.Binder,Pleasant.Binder,Unpleasant.Binder,Happy.Binder,Sad.Binder,Angry.Binder,Disgusted.Binder,Fearful.Binder,Surprised.Binder,ANS
advisement,5.090909091,1.602,3.75,3.5,2.52,NA,NA,NA,3.857142857,0,0.357142857,0.5,0,2.071428571,0.210526316,0.315789474,2.684210526,3.105263158,0.210526316,4.050272057,0.568421053,4.55,4.04,5.92,NA,4.55,0.45,0.698,0.235,0.655,NA,12.5,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.211424798
adviser,5.631578947,1.732,2.3,2.4,3.67,NA,4.083333333,NA,4.6,0.333333333,0.6,0.733333333,0.466666667,3.733333333,0.2,0.7,2.65,2.5,0.55,5.314702353,0.407643312,5.68,3.36,6.18,5.68,NA,0.68,0.745,0.362,0.705,1.87,10.78,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.574499726
advisory,4.772727273,1.716,2.9,3.3,2.5,NA,NA,NA,3.111111111,0,0.333333333,0.5,0,1.944444444,0.15,0.6,2.55,2.05,0.4,3.350915329,0.528301887,4.95,4.05,4.19,NA,4.95,0.05,0.656,0.429,0.633,1.7,11.55,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.600268722
aerial,1.5,2.114,1.9,1.7,3.04,NA,NA,NA,1.764705882,0.058823529,0.647058824,1.352941176,0.117647059,4.529411765,0.722222222,0.833333333,2.722222222,0.722222222,0.5,4.659595232,0.527777778,6.04,3.67,5.17,6.04,NA,1.04,0.615,0.461,0.463,1.68,11.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6055516
aerodynamic,2.2,1.362,5,5.75,2.88,NA,NA,NA,0.947368421,0.105263158,1.157894737,0.473684211,0.210526316,3.789473684,0.705882353,0.647058824,2.294117647,0.294117647,0.411764706,3.847076557,0.551181102,6.16,4.33,5.1,6.16,NA,1.16,0.561,0.724,0.728,0.92,13.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562097192
aerospace,2.631578947,1.748,3.85,3.6,3.19,NA,NA,NA,1.117647059,0.117647059,0.588235294,0.470588235,0.352941176,3.470588235,0.526315789,0.894736842,2.473684211,0.736842105,0.736842105,3.518342224,0.548076923,5.79,4.52,5.17,5.79,NA,0.79,0.643,0.52,0.779,1.36,12.06,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.569373131
aesthetic,4.333333333,1.544,2.75,2.7,2.33,NA,NA,NA,1.055555556,0.277777778,0.888888889,0.666666667,0.388888889,4.277777778,0.2,0.95,3.75,0.9,0.3,4.318465127,0.529411765,5.43,2.88,5.5,5.43,NA,0.43,0.708,0.442,0.526,1.37,15.74,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.590674162
affair,5.45,3.177,2.55,1.75,2.45,4.4,NA,2.73,2.0625,0,1,1.375,0,2.5,1.80952381,2,3.142857143,2.380952381,2,3.036527191,0.36036036,3.1,5.4,5.89,NA,3.1,1.9,0.52,0.459,0.657,1.85,10.94,8,4.235,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.630761981
affect,4.80952381,2.755,2.45,1.9,1.93,3.3,NA,2.2,2.15,0.3,1.1,1.7,0.4,2.55,1,1.571428571,3.142857143,1.571428571,1,3.202821405,0.274390244,5.65,3.61,6.39,5.65,NA,0.65,0.458,0.569,0.578,2.09,9.6,6,3.618,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.630294919
affection,5.130434783,2.635,2.65,1.95,2.22,NA,NA,NA,2.542857143,0.171428571,2.342857143,3.685714286,0.285714286,3.228571429,0.675675676,2.540540541,3.081081081,3.162162162,1.837837838,4.835341074,0.286713287,7.89,5.64,6.6,7.89,NA,2.89,0.898,0.559,0.696,1.65,8.53,6,1.771,5.82,6.6,4.77,4.46,5.93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.566037595
affirmation,5,1.447,2.95,2.6,2.12,NA,NA,NA,3.7,0.25,0.8,1.75,0.25,2.7,0.157894737,0.684210526,2.105263158,2.631578947,0.210526316,4.240252169,0.365079365,5.95,3.95,6.53,5.95,NA,0.95,0.75,0.5,0.689,1.59,12.56,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.430317312
afford,3.590909091,3.356,2.5,1.7,1.83,4,1.52,2.4,1.294117647,0.294117647,0.294117647,0.470588235,0.294117647,1.823529412,0.25,1.6,3.15,0.9,0.5,2.033724883,0.342105263,6.56,4.33,6.44,6.56,NA,1.56,0.571,0.58,0.575,1.99,7.47,2,4.457,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58137399
aftermath,3.285714286,1.732,3.65,4,1.97,NA,NA,NA,1.789473684,0.052631579,0.263157895,0.842105263,0.368421053,2.526315789,1,1.272727273,2.5,1.227272727,1.090909091,2.823921889,0.423423423,4.29,5.38,4.23,NA,4.29,0.71,0.312,0.449,0.444,1.94,12.05,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625410199
age,3.590909091,3.606,1.1,1.4,2.86,3.4,1.76,2.25,2.25,1.25,1.8125,2.25,1.0625,3.8125,2.428571429,2.380952381,3.428571429,2.238095238,2.238095238,4.436193658,0.221105528,5.78,3.71,4.67,5.78,NA,0.78,0.561,0.226,0.498,1.93,4.38,2,3.914,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.662405491
agency,5.090909091,2.997,2.6,2.7,3.87,NA,3.130434783,NA,1.526315789,0.368421053,0.526315789,0.789473684,0.210526316,3.157894737,0.166666667,0.444444444,1.722222222,1.055555556,0.111111111,3.294094838,0.448,5.14,3.17,4.89,5.14,NA,0.14,0.46,0.296,0.583,1.81,10.58,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.655642152
aggression,5.956521739,2.158,3,2.4,2.68,NA,NA,NA,3.45,0.45,2.1,2.55,0.65,3.9,1.85,3.1,2.35,2.45,1.1,5.021120658,0.263358779,3.18,5.69,4.65,NA,3.18,1.82,0.094,0.929,0.533,1.59,9.3,10,5.969,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.566016555
aggressiveness,4.736842105,1.322,5.1,4.05,2.59,NA,NA,NA,3.111111111,0.277777778,1.833333333,3,0.111111111,3.611111111,2.05,2.6,2.95,2.75,1.75,4.797027381,0.293023256,3.58,6.43,5.21,NA,3.58,1.42,0.077,0.913,0.648,1.5,11.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.363072872
aggressor,5.086956522,1.477,3.75,2.6,3.29,NA,NA,NA,2.75,0.125,1,0.9375,0.5,3.25,1.65,2.7,2.85,2.45,1.45,3.850209192,0.364963504,2.8,6.55,4.57,NA,2.8,2.2,0.146,0.948,0.823,1.48,11.47,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.359439909
agility,2.869565217,1.38,2.6,2.9,2.38,NA,2.52,NA,0.473684211,0,1.315789474,2.315789474,0,3.052631579,4.277777778,3.833333333,2.611111111,1.111111111,3.055555556,3.510167573,0.426470588,6.55,4.21,6.41,6.55,NA,1.55,0.72,0.702,0.815,1.56,10.06,10,4.086,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.516005218
aging,3.952380952,2.121,1.8,1.75,2.88,NA,NA,NA,0.7,0,1.05,2.85,0.4,3.8,2.761904762,2.761904762,3.523809524,2.047619048,2.904761905,4.301419218,0.431818182,3,3.8,3.06,NA,3,2,0.214,0.255,0.284,1.74,7.35,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.59760505
agitate,4.318181818,1.362,2.6,2.65,2.93,NA,NA,NA,2.625,0.0625,0.625,2.375,0.125,2.5625,1.777777778,2.5,2.777777778,2.444444444,1.5,3.648247834,0.305970149,3.36,5.82,4.55,NA,3.36,1.64,0.3,0.796,0.593,NA,10.17,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.267025769
agitation,4.739130435,1.415,2.55,2.65,2.33,NA,NA,NA,2.631578947,0.210526316,1,4.210526316,0.368421053,2.789473684,1.25,1.65,3.2,2.85,1.25,4.871883534,0.356807512,2.84,4.75,3.29,NA,2.84,2.16,0.24,0.931,0.447,1.54,11.5,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.514528096
agree,4.72,3.518,1.9,1.85,2.31,3.4,NA,1.8,2.941176471,0.117647059,0.333333333,1.509803922,0.117647059,1.901960784,0.245283019,1.396226415,3.283018868,3.547169811,0.339622642,3.295950462,0.407932011,7.17,3.62,6.94,7.17,NA,2.17,0.906,0.26,0.545,1.93,7.68,2,3.647,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.629009962
aim,3.454545455,2.88,1.4,1,3.27,3.9,1.96,1.27,0.368421053,0,0.894736842,0.368421053,0,3.947368421,1,3.85,3.3,0.65,1.35,3.9647545,0.70754717,5.95,4,6.5,5.95,NA,0.95,0.481,0.569,0.567,2.1,6.72,2,4.265,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.648848712
airborne,1.904761905,2.334,3.35,2.7,3.45,NA,NA,NA,0.666666667,0.166666667,0.5,1.277777778,0.333333333,3.111111111,0.7,0.8,1.55,0.55,0.55,3.196535773,0.486238532,5.25,3.52,4.48,5.25,NA,0.25,0.542,0.519,0.385,1.38,9.85,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.578556478
aircraft,3.454545455,2.684,3.6,3.65,4.4,NA,4.925925926,NA,3.5,0.166666667,1.722222222,0.388888889,0.111111111,4.5,1.2,1.45,2.75,0.65,1.15,5.182249772,0.422459893,6.3,4.86,5.71,6.3,NA,1.3,0.646,0.644,0.691,1.17,7.61,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.646879375
airliner,3.619047619,1.477,2.75,3.5,4.45,NA,3.826086957,NA,2.875,0.3125,1.0625,1,1,3.9375,1.388888889,1.5,2.277777778,0.944444444,1.611111111,4.448638782,0.355828221,6.05,4,4.25,6.05,NA,1.05,0.667,0.777,0.647,1.11,9.89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.520972192
airplane,4.227272727,2.747,2.7,2.75,4.96,NA,4.625,NA,3.111111111,0.055555556,1.5,0.611111111,0.222222222,4.166666667,1.5,1.8,3.2,0.95,1.7,4.733587899,0.425287356,5.25,5.62,4.12,5.25,NA,0.25,0.719,0.702,0.708,1.33,3.94,2,5.091,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585367501
airport,5.217391304,3.288,2.7,2.65,4.87,6.8,4.130434783,4.7,3.5625,0.0625,0.75,0.5,0.5,4.6875,2.380952381,1.523809524,2.857142857,0.857142857,1.095238095,5.300060283,0.459627329,6,5.5,5.79,6,NA,1,0.729,0.684,0.682,1.49,6.84,2,4.407,NA,NA,NA,NA,NA,2.8276,0.6897,1.3793,0.4138,0.2759,3.069,1.3448,1.3448,1.6897,1.3448,0.7931,0.9655,0.3448,1.3448,0.6207,0.630247116
airspace,2.5625,1.919,3.1,2.8,3.58,NA,2.333333333,NA,0.631578947,0,0.263157895,0.789473684,0.105263158,4.052631579,0.681818182,1.227272727,2.181818182,0.727272727,0.818181818,4.068066001,0.693693694,5.5,4.4,4.91,5.5,NA,0.5,0.562,0.51,0.64,1.11,11.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.538176775
airspeed,1.227272727,1.398,3.35,3.45,3.04,NA,NA,NA,1.764705882,0,0.176470588,1.117647059,0,2.411764706,0.764705882,1.117647059,1.294117647,0.352941176,0.588235294,2.755657939,0.440860215,4.95,4.33,5.24,NA,4.95,0.05,0.583,0.78,0.544,0.43,10.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451276422
airstrip,2.388888889,1.763,3.45,3.4,4.68,NA,2.92,NA,1.25,0,0.55,0.35,0.15,3.95,1.772727273,1.454545455,2.681818182,0.727272727,1.318181818,3.995737647,0.632,4.76,3.83,5.1,NA,4.76,0.24,0.55,0.69,0.649,1.14,8.16,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515555918
airtight,1.476190476,1.763,2.95,2.85,3.42,NA,NA,NA,1.0625,0.1875,2.0625,0.625,0.25,3.3125,0.35,1.6,1.7,1.15,0.45,3.598209649,0.416666667,5.1,3.3,4.76,5.1,NA,0.1,0.479,0.381,0.57,1.34,9.84,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.370136052
aisle,2.684210526,2.58,1.9,1,4.35,5.3,3,2.67,0.5,0.111111111,1.5,0.222222222,0.111111111,3.888888889,2.454545455,1.090909091,1.954545455,0.681818182,1,3.964841044,0.596491228,5.17,2.5,4.87,5.17,NA,0.17,0.438,0.222,0.283,1.39,5.95,6,3.345,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.491758645
alabaster,1.304347826,1.544,3.85,3.9,3.81,NA,2.909090909,NA,0.545454545,0.454545455,1,0.818181818,0.272727273,4,0.0625,1.0625,1.5,0.125,0.125,4.037648542,0.525641026,5.5,3.95,5.35,5.5,NA,0.5,0.542,0.404,0.445,1.31,13.67,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401706308
albatross,1.95,1.613,4,4,4.81,NA,3.8,NA,2,0,0.692307692,0.538461538,0.461538462,4,0.111111111,0.166666667,2.111111111,0.555555556,0.111111111,4.17142841,0.52,5.68,3.09,4.91,5.68,NA,0.68,0.5,0.445,0.527,1.52,11.64,12,4.678,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.414195567
alcohol,4.173913043,2.927,3.35,3.7,4.76,NA,5.833333333,NA,0.444444444,4.166666667,1.722222222,1.888888889,2.944444444,3.5,0.75,1.95,3,4,1.6,5.34470231,0.253787879,4.11,5.17,4,NA,4.11,0.89,0.323,0.667,0.377,1.38,9,4,4.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.621498108
alcoholism,5.304347826,1.643,4.2,5.4,2.93,NA,NA,NA,1.210526316,1.631578947,0.210526316,2.578947368,1.421052632,2.894736842,0.65,1.5,3.4,3.75,1.4,3.693955583,0.26984127,2,5,3,NA,2,3,0.061,0.779,0.407,1.2,11.6,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.559349
alert,3.045454545,3.022,1.85,1.8,2.59,4.6,1.84,3.6,3.526315789,0.578947368,0.789473684,2.631578947,0.684210526,2.947368421,1.19047619,1.476190476,3.380952381,2.095238095,1.285714286,4.459450909,0.264150943,5.38,5.14,6.58,5.38,NA,0.38,0.479,0.82,0.648,1.99,8.9,4,4.308,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58261764
algorithm,2.173913043,1.447,4.5,5.4,3.07,NA,NA,NA,0.444444444,0,0,0.277777778,0,2.888888889,0.105263158,0.473684211,2.473684211,0.684210526,0.210526316,2.893244853,0.8,5.3,3.7,4.04,5.3,NA,0.3,0.448,0.394,0.559,0.83,14.56,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.589509368
alibi,4.666666667,2.63,2.5,3.4,2.57,NA,NA,NA,4.2,0,0.2,0.733333333,0,2.133333333,0,0,2.352941176,2.823529412,0.235294118,4.382981911,0.577981651,4.16,4.5,5.17,NA,4.16,0.84,0.396,0.528,0.556,1.23,12.5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.412048846
alien,2.913043478,2.949,1.8,1.85,3.52,NA,NA,NA,1.052631579,0.052631579,0.578947368,0.684210526,0.105263158,2.894736842,0.684210526,0.473684211,2.052631579,0.526315789,0.263157895,2.960157459,0.529411765,4.45,4.86,3.56,NA,4.45,0.55,0.41,0.615,0.491,1.79,7.5,10,4.857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.625596941
alienate,4.92,1.477,2.7,2.7,1.83,NA,NA,NA,1.5,0,0.1875,2.6875,0,1.625,0.176470588,0.588235294,2.529411765,1.411764706,0.411764706,3.003089266,0.447916667,2.79,4.27,3.71,NA,2.79,2.21,0.247,0.5,0.523,1.81,13.05,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.339812994
align,2.952380952,1.544,1.9,1.65,2.79,3.7,1.72,2.3,1.368421053,0,1.736842105,0.578947368,0,2.631578947,0.65,2.55,1.75,0.45,0.45,2.970833986,0.416666667,5.95,3.32,5.95,5.95,NA,0.95,0.656,0.364,0.627,1.74,9.85,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.490533412
alignment,2.826086957,1.833,2.75,2.65,3.26,NA,NA,NA,0.388888889,0,2,0.444444444,0,4.166666667,1.736842105,2.684210526,2.736842105,0.894736842,1.105263158,4.317551623,0.595238095,6,3.92,6.32,6,NA,1,0.643,0.412,0.683,1.55,11.76,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.582699776
allegiance,5.954545455,2.204,3.45,2.95,1.77,NA,NA,NA,2.3,0,0,1.25,0,2.2,0.263157895,1.157894737,3.105263158,1.789473684,1.105263158,2.914949556,0.4,5.8,5.17,7.05,5.8,NA,0.8,0.917,0.398,0.75,1.66,8.42,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.562765181
allergic,2.636363636,2.617,3.2,3.35,2.55,NA,NA,NA,0.411764706,0.411764706,0.823529412,2.882352941,0.411764706,1.823529412,2.055555556,2.166666667,2.888888889,2.833333333,2.055555556,3.13386864,0.365217391,3,5.4,3.81,NA,3,2,0.135,0.549,0.273,1.26,7.72,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528276682
allow,4.333333333,3.355,1.5,1.65,2.41,2.2,NA,2.3,2.352941176,0.352941176,0.411764706,2.176470588,0.588235294,2.117647059,0.238095238,1.095238095,2,1.666666667,0.333333333,3.212400364,0.25,6.39,2.95,6.11,6.39,NA,1.39,0.698,0.429,0.538,2.24,5.32,2,3.882,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.674961507
allure,4.956521739,1.491,2.55,1.8,1.92,3.1,NA,2.3,1.833333333,0.444444444,1.722222222,2.333333333,1.5,3.611111111,0.526315789,1,2.842105263,1.526315789,1,4.208261575,0.276699029,6.9,4.25,5.77,6.9,NA,1.9,0.804,0.585,0.686,1.56,11.83,13,2.879,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.325648814
ally,5.761904762,3.222,1.5,1.6,2.61,5,3.185185185,3.3,1.076923077,0,0.230769231,0.923076923,0,2.307692308,1.083333333,1.583333333,3,2.5,0.583333333,2.429343368,0.508474576,6.05,4.8,6.84,6.05,NA,1.05,0.792,0.32,0.688,1.7,9.61,12,NA,2.36,4.4,4.23,3.23,2.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.592223346
aloha,5.142857143,NA,NA,NA,2.59,NA,NA,NA,3.166666667,0.388888889,0.388888889,0.388888889,0.5,1.555555556,0.2,1.2,2.45,3.15,0.5,3.296418837,0.434782609,7.1,3.82,6.33,7.1,NA,2.1,0.698,0.44,0.441,NA,10.15,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
alone,3.45,4.197,1.75,1.6,2.86,4.6,2.208333333,2.8,1,0.052631579,0.421052632,3.315789474,0.210526316,3.578947368,0.35,0.6,2.8,0.35,0.7,4.368746999,0.411042945,3.85,4,4.5,NA,3.85,1.15,0.333,0.167,0.216,2.08,4.94,2,3.886,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.6709705
aloof,3.684210526,1.532,2,2,1.46,2.4,1.958333333,3.2,1.5,0,0.1875,1.625,0,2.1875,0.15,0.15,1.75,0.7,0.2,2.62752497,0.397727273,4.59,3.09,4.63,NA,4.59,0.41,0.189,0.423,0.302,1.82,13.41,10,4.063,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.370997787
alphabetical,2.708333333,1.653,5.15,4.7,3.07,NA,NA,NA,1.111111111,0,0.222222222,0,0,3.277777778,0.35,0.4,2.15,1.65,0.3,3.320127794,0.710843373,6.32,3,6.14,6.32,NA,1.32,0.537,0.296,0.535,1.15,6.26,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.476287752
alter,3.307692308,2.389,1.6,1.7,3.07,5.1,3.36,2.09,0.894736842,0.526315789,1.631578947,1,0.526315789,2.684210526,1.263157895,2.526315789,3,1.578947368,1.052631579,2.950710048,0.297101449,4.57,4.17,5.57,NA,4.57,0.43,0.333,0.694,0.654,2.14,9.47,8,3.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.603631854
alternate,2.304347826,2.258,2.6,3.4,2.43,NA,NA,NA,1.75,0.3,0.65,0.55,0.3,3.5,1.523809524,1.476190476,1.904761905,0.952380952,0.619047619,3.652556538,0.453900709,5.15,3.48,5.2,5.15,NA,0.15,0.625,0.363,0.589,1.84,8.83,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.646104217
ambassador,5.857142857,2.839,4.7,3.7,4.28,NA,4.2,NA,2.833333333,0,0.666666667,0.222222222,0.222222222,3.277777778,0.4,0.9,2.9,1.8,0.3,3.877084386,0.453846154,5.5,3.91,6.2,5.5,NA,0.5,0.651,0.529,0.917,1.56,11,8,5.258,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609400153
ambient,3.714285714,1.431,2.85,2.8,2.04,NA,NA,NA,2.6875,0.1875,0.375,1.3125,0.5,2.875,0.652173913,0.652173913,3,0.608695652,0.782608696,3.573150899,0.338582677,6.33,3.2,4.86,6.33,NA,1.33,0.625,0.36,0.582,1.35,12.8,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.565662324
ambiguous,3.545454545,1.58,3.65,4.35,1.48,NA,NA,NA,2.52173913,0.347826087,0.434782609,1.869565217,0.304347826,2.652173913,0.222222222,0.611111111,3.333333333,1.777777778,0.222222222,3.458802122,0.288770053,5.16,4,5.12,5.16,NA,0.16,0.265,0.462,0.358,1.8,13.67,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.568267524
ambush,4.318181818,2.444,2.65,2.7,3.16,4.7,2.071428571,3.73,1,0,0.25,0.5625,0.0625,3.3125,2.476190476,2.857142857,2.857142857,1.952380952,2.142857143,3.348377368,0.638554217,3.17,5.58,3.96,NA,3.17,1.83,0.281,0.83,0.5,1.47,9.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.564626098
amendment,2.95,2.322,3.4,3.05,2.44,NA,NA,NA,2.117647059,0.058823529,0.617647059,0.205882353,0.147058824,2.617647059,0.289473684,0.947368421,2.421052632,1.578947368,0.368421053,3.024994533,0.443877551,5.6,3.5,4.77,5.6,NA,0.6,0.531,0.459,0.606,1.51,10.06,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.594426036
amends,4,1.978,NA,NA,1.92,NA,NA,NA,2.1875,0.125,0.6875,2,0.0625,1.9375,0.157894737,0.894736842,2.105263158,2.052631579,0.315789474,2.965071622,0.303571429,6.68,3.95,5.96,6.68,NA,1.68,0.64,0.366,0.517,1.8,10.16,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.398208916
