Word,Socialness,LgSUBTLWF,OLD,PLD,Concreteness,Imageability,BOI,SER,Auditory.Lancaster,Gustatory.Lancaster,Haptic.Lancaster,Interoceptive_Lancaster,Olfactory.Lancaster,Visual.Lancaster,Foot_leg.Lancaster,Hand_arm.Lancaster,Head.Lancaster,Mouth.Lancaster,Torso.Lancaster,Minkowski3.perceptual.Lancaster,Exclusivity.perceptual.Lancaster,Valence_Warriner,Arousal_Warriner,Dominance.Warriner,Val_pos,Val_neg,Val_ext,Valence.Mohammad,Arousal.Mohammad,Dominance.Mohammad,SemanticDiversity,AoA.Rating,AoA.Test,GenderAssociation,Emotion.Troche,Polarity.Troche,Social.Troche,Moral.Troche,Thought.Troche,Social.Binder,Human.Binder,Communication.Binder,Self.Binder,Cognition.Binder,Benefit.Binder,Harm.Binder,Pleasant.Binder,Unpleasant.Binder,Happy.Binder,Sad.Binder,Angry.Binder,Disgusted.Binder,Fearful.Binder,Surprised.Binder,ANS
reasoning,4.5,1.973,2.8,2.65,1.39,NA,NA,NA,2.647058824,0.235294118,0.235294118,2.411764706,0.235294118,1.647058824,0.285714286,0.666666667,4.333333333,2.095238095,0.238095238,3.334719102,0.325396825,6.25,5.68,6.64,6.25,NA,1.25,0.729,0.365,0.729,1.66,10.14,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.587577641
reassign,3.739130435,1.447,2.85,3.3,2.38,NA,NA,NA,1.444444444,0.166666667,0.444444444,0.444444444,0.166666667,2.111111111,0.1,1.05,1.5,1.2,0.2,2.327418461,0.406976744,4.75,3.67,4.94,NA,4.75,0.25,0.359,0.49,0.559,NA,11,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218900934
reassurance,4.285714286,1.491,3.65,4,1.85,NA,NA,NA,2.777777778,0.166666667,0.166666667,1.277777778,0.055555556,1.222222222,0.2,0.8,2.5,1.55,0.45,2.937790706,0.480392157,6.05,3.55,5.91,6.05,NA,1.05,0.875,0.127,0.593,1.79,10.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.285245121
reassure,3.958333333,1.663,2.55,3.15,2.29,NA,NA,NA,3.333333333,0.047619048,0.714285714,1.380952381,0.047619048,1.80952381,0.047619048,1.619047619,2.380952381,2.904761905,0.285714286,3.58201585,0.448051948,6.55,3.7,6.07,6.55,NA,1.55,0.837,0.306,0.63,1.94,9.33,8,2.656,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.3372024
rebel,5.772727273,2.438,1.8,1.65,3.07,4.8,2.260869565,2.8,2.944444444,0,0.555555556,1.055555556,0,3.666666667,0.944444444,1.444444444,1.777777778,1.722222222,0.611111111,4.239006749,0.445945946,4.37,5.29,5.2,NA,4.37,0.63,0.235,0.83,0.555,1.48,9.95,6,NA,3.55,4.1,3.39,3.85,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.607797682
rebound,3.80952381,2.155,2.3,2.6,2.69,NA,NA,NA,1.125,0.125,0.5,0.375,0.1875,3.1875,1.5,2.444444444,1.666666667,0.666666667,0.833333333,3.239472221,0.556818182,5.09,4.67,5.33,5.09,NA,0.09,0.521,0.48,0.506,1.31,9.39,6,4.059,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47679624
rebuild,3.166666667,2.238,2.65,2.5,3.5,NA,NA,NA,1.7,0,2.4,0.55,0,3.65,1.8,3.3,1.75,0.75,1.5,4.07223959,0.439759036,6.38,4.43,5.29,6.38,NA,1.38,0.656,0.557,0.519,1.86,8.95,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.57083267
rebuttal,4.380952381,1.602,3.4,2.85,2.93,NA,NA,NA,3.95,0.2,0.3,0.75,0.15,2.45,0.15,0.2,1.9,3,0.1,4.250565092,0.487179487,4.42,4.6,6.13,NA,4.42,0.58,0.312,0.69,0.54,1.86,14.44,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.389045566
recapture,2.75,1.623,2.95,4,3.07,NA,NA,NA,1.315789474,0.368421053,1.157894737,0.684210526,0.368421053,2.789473684,0.944444444,2.888888889,1.833333333,0.888888889,0.888888889,2.960828386,0.362204724,4.9,5.32,5.62,NA,4.9,0.1,0.333,0.656,0.658,2,10.42,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.518564999
recent,2.291666667,2.826,1.7,2.55,2.5,2.9,NA,1.6,1.352941176,0.411764706,0.352941176,1,0.411764706,2,0.421052632,0.631578947,2.263157895,1.105263158,0.421052632,2.267604159,0.29787234,5.42,3.82,4.86,5.42,NA,0.42,0.592,0.365,0.589,2.2,8.13,6,3.853,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.693184495
receptionist,5.782608696,1.991,4.25,4.45,4.36,NA,4.68,NA,3.105263158,0,0.947368421,0.157894737,0.210526316,3.894736842,0.842105263,1.684210526,3.526315789,2.842105263,0.789473684,4.479506775,0.46835443,5.37,3.09,5.58,5.37,NA,0.37,0.677,0.43,0.385,1.3,9.95,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.408253521
receptive,4.2,1.785,2.6,2.75,2.21,NA,NA,NA,2.888888889,0.555555556,0.777777778,1.666666667,0.555555556,2.833333333,0.052631579,0.736842105,3.052631579,1.421052632,0.105263158,3.739631982,0.251497006,6.32,3.9,5.46,6.32,NA,1.32,0.729,0.519,0.639,1.81,12.26,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.432392091
recharge,2.347826087,1.785,2.95,3.75,3.14,NA,NA,NA,0.941176471,0.176470588,1.058823529,3,0.117647059,2.823529412,0.863636364,1.272727273,2.318181818,0.909090909,1.045454545,3.721423332,0.355072464,6.32,4.81,6.3,6.32,NA,1.32,0.584,0.702,0.664,1.59,8.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.434489906
recheck,3.041666667,1.447,2.9,3.1,2.08,NA,NA,NA,0.533333333,0.066666667,0.866666667,0.733333333,0.266666667,2.733333333,0.9,2,3.15,1.4,0.75,2.786556876,0.512820513,4.95,4.95,5.38,NA,4.95,0.05,0.44,0.49,0.529,NA,9.85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.200446889
reciprocal,4.65,1.38,4.6,4.7,2.46,NA,NA,NA,0.75,0,0.4375,0.125,0,1.375,0.470588235,0.647058824,1.764705882,1.294117647,0.235294118,1.459224229,0.511627907,4.95,3.28,4.67,NA,4.95,0.05,0.677,0.52,0.66,1.78,11.8,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.541947842
reckless,4.76,2.401,2.7,1.95,2.36,NA,NA,NA,1.65,0.05,0.2,1.3,0,2.6,1.80952381,2,2.571428571,1.666666667,1.619047619,2.895404931,0.448275862,3.09,5.18,4.4,NA,3.09,1.91,0.262,0.788,0.279,1.61,9.06,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.510322213
reckon,2.772727273,2.776,2.5,1.8,1.74,2.3,NA,1.55,1.6,0.933333333,0.733333333,1.866666667,0.933333333,1.733333333,0,0.363636364,2.818181818,1,0,2.612388825,0.145299145,5.25,2.86,4.88,5.25,NA,0.25,0.643,0.42,0.472,1.62,8.84,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.256955117
reckoning,3.80952381,1.748,2.7,2.3,1.86,NA,NA,NA,2.368421053,0.157894737,0.947368421,1.631578947,0.157894737,2.473684211,0.857142857,1,2.523809524,1.428571429,1.047619048,3.227616004,0.299319728,4.9,5.22,5.46,NA,4.9,0.1,0.418,0.622,0.532,1.92,12.89,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.406630069
reclaim,4.565217391,1.857,2.65,2.45,1.76,NA,NA,NA,1.333333333,0.333333333,1.222222222,0.944444444,0.222222222,2.333333333,0.590909091,1.409090909,0.818181818,1.227272727,0.045454545,2.610524154,0.330434783,5.55,4.52,5.77,5.55,NA,0.55,0.469,0.724,0.648,1.78,10.61,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515430033
reclining,2.7,1.362,2.35,2.6,4,NA,3.56,NA,0.2,0,1.4,2.6,0,2.866666667,2.631578947,1.684210526,2,0.052631579,3.210526316,3.527286838,0.405660377,6.67,2.38,5.5,6.67,NA,1.67,0.448,0.312,0.317,1.56,8.79,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.360160291
recluse,4.08,1.544,2.6,2.55,3.28,3.2,2.285714286,2.4,0.888888889,0,0,1.055555556,0,2.833333333,0.578947368,0.631578947,2.473684211,0.684210526,0.526315789,2.909276664,0.593023256,3.71,3.05,4.57,NA,3.71,1.29,0.24,0.49,0.446,1.57,11.28,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.342216879
recognize,4.47826087,3.243,3.2,3.25,2.07,NA,1.64,NA,3.392857143,1.964285714,2.142857143,1.714285714,2.071428571,3.964285714,0.15,0.45,3.95,0.55,0.3,5.100659754,0.147540984,6.14,4.2,7.11,6.14,NA,1.14,0.76,0.315,0.6,1.89,8.89,6,3.576,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.622185349
recollect,3.583333333,1.74,3.45,3.65,1.9,NA,NA,NA,1.1,0.15,0.05,1.75,0.2,1.4,0.277777778,0.722222222,3.333333333,1.055555556,0.277777778,2.113881955,0.365591398,5.05,3.05,5.75,5.05,NA,0.05,0.688,0.491,0.602,1.8,9.67,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.251583636
recommendation,4.72,2.413,4.3,4.25,2.87,NA,NA,NA,3.15,0.05,0.1,1,0,2.25,0.666666667,1.19047619,3.047619048,3.857142857,0.619047619,3.520898773,0.480916031,6.1,3,6.22,6.1,NA,1.1,0.912,0.388,0.664,1.9,10.86,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.58238101
reconstruct,2.681818182,1.771,3.6,4.45,3.2,NA,NA,NA,1.117647059,0.058823529,1.411764706,0.470588235,0.176470588,3,1.260869565,2.826086957,2,0.652173913,0.826086957,3.152144803,0.471698113,5.7,3.95,6.08,5.7,NA,0.7,0.74,0.618,0.718,1.72,10.63,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.47206223
reconvene,5.25,NA,NA,NA,2.7,NA,NA,NA,2.454545455,0,0.272727273,0.363636364,0,3.272727273,1.066666667,0.666666667,2,1.6,0.6,3.681815872,0.514285714,4.95,4.05,4.83,NA,4.95,0.05,0.49,0.529,0.56,NA,13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
recorder,2.571428571,2.403,2.55,2.4,4.43,NA,5.8,NA,3.894736842,0.157894737,1.789473684,0.263157895,0.210526316,3.368421053,0.052631579,2.368421053,2.684210526,2.052631579,0.315789474,4.688456981,0.385869565,5.53,3.32,6.27,5.53,NA,0.53,0.551,0.374,0.481,1.56,8.37,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.557391763
recover,3.318181818,2.613,2.15,2.4,2.64,NA,NA,NA,0.947368421,0.105263158,1.263157895,3.210526316,0.210526316,2.526315789,2.1,2.5,3.05,1.95,2.05,3.734717955,0.375796178,6.4,4.42,5.91,6.4,NA,1.4,0.918,0.51,0.647,1.94,7.56,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.611431956
recovery,3.952380952,2.667,2.65,2.6,2.68,NA,NA,NA,1.1,0.2,1.1,3.7,0.15,2.7,2.6,3,3.15,2.3,2.5,4.179518099,0.396648045,6.43,4.12,6.37,6.43,NA,1.43,0.781,0.402,0.737,1.76,8.05,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.639975131
recruit,5.652173913,2.276,2.75,2.65,3.48,4.4,2.96,3.09,1.470588235,0,0.529411765,0.235294118,0,2.411764706,1.15,1.5,2.65,2.8,1.1,2.589804186,0.518987342,4.53,4.77,6,NA,4.53,0.47,0.551,0.654,0.633,1.79,10.68,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.579954267
recruiter,5.782608696,1.556,3.05,3,4,NA,4.347826087,NA,3.1875,0,0.125,0.0625,0.0625,3.5625,0.571428571,0.857142857,2.380952381,2.80952381,0.333333333,4.265362153,0.508928571,5.56,4.17,4.16,5.56,NA,0.56,0.662,0.63,0.69,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.340305388
rectal,2.5,1.672,1.9,2.25,3.37,NA,NA,NA,1.117647059,0.058823529,1.529411765,2.352941176,1.294117647,1.882352941,0.45,0.5,0.9,0.45,3,2.993964542,0.278571429,2.9,4.41,4.44,NA,2.9,2.1,0.344,0.618,0.41,0.8,13.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.376042306
rectangular,1.318181818,1.362,4.7,5.1,4.11,NA,1.96,NA,0.375,0.125,2.1875,0.4375,0,3.8125,0.222222222,2.222222222,1.888888889,0.277777778,0.388888889,4.041673494,0.54954955,5.25,2.7,5.5,5.25,NA,0.25,0.438,0.24,0.307,1.36,5.42,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.574999273
rectify,3.136363636,1.633,2.75,2.85,2.08,NA,NA,NA,2,0,0.1875,1.125,0,2.0625,0.315789474,1.052631579,2.052631579,1.894736842,0.526315789,2.630609697,0.38372093,5.6,3.57,5.81,5.6,NA,0.6,0.625,0.48,0.634,2.13,15.89,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.357608229
recycling,4.391304348,1.909,NA,NA,3.25,NA,NA,NA,0.35,0,1.35,0,0.3,3.35,0.263157895,2.210526316,2.421052632,0.526315789,0.368421053,3.423528414,0.626168224,6.25,3.52,6.6,6.25,NA,1.25,0.552,0.32,0.509,1.02,10.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.563381493
redesign,2.681818182,NA,NA,NA,2.85,NA,NA,NA,0.65,0.1,1.25,0.55,0.15,4.25,0.65,3.1,3,1.5,0.6,4.293809824,0.597122302,5.76,4.54,5.94,5.76,NA,0.76,0.622,0.46,0.396,1.5,9.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
redneck,3.739130435,1.959,2.95,3.1,3.77,NA,3.217391304,NA,3.777777778,0.111111111,1.555555556,0.5,0.888888889,3.888888889,0.95,1.1,3.1,1.85,1.1,4.895444317,0.352331606,4.4,4.5,5.05,NA,4.4,0.6,0.401,0.5,0.348,NA,8.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.341168433
redo,1.954545455,1.914,1.8,2.75,2.82,NA,NA,NA,1.4375,0.1875,0.9375,0.5625,0.1875,3.25,0.578947368,2.157894737,2.105263158,1.052631579,0.421052632,3.371202003,0.466666667,4.68,4.85,4.3,NA,4.68,0.32,0.481,0.5,0.535,NA,7.94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.282591999
reduction,2.416666667,1.949,2.2,2.3,2.75,NA,1.84,NA,1.352941176,0.058823529,0.705882353,0.529411765,0.352941176,3.294117647,0.2,1.05,0.95,0.6,0.3,3.384413289,0.514018692,5,3,5.25,5,5,0,0.365,0.382,0.24,1.92,11.26,6,NA,2.21,2.91,2.18,2.26,3.81,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.631631613
redundancy,2.739130435,1.518,4.15,3.95,2.39,NA,NA,NA,2,0.0625,0.125,0.6875,0.0625,2.1875,0.611111111,0.944444444,2.611111111,1.611111111,0.611111111,2.658766358,0.414634146,3.86,3.35,5.42,NA,3.86,1.14,0.316,0.262,0.589,1.45,14.53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.528538048
redwood,1.227272727,1.58,2.8,2.85,4.96,NA,3.956521739,NA,0.125,0.0625,3.1875,0.1875,1.4375,4.4375,0.75,1.65,2.4,0.6,1,4.969755575,0.463576159,5.68,3.15,4.9,5.68,NA,0.68,0.592,0.35,0.443,1.38,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.521843731
reelection,4.619047619,1.505,2.65,3.75,2.5,NA,NA,NA,2.111111111,0,0.166666667,0.388888889,0,2.666666667,0.571428571,0.714285714,1.952380952,0.80952381,0.285714286,3.052240052,0.5,5.35,4.32,5.59,5.35,NA,0.35,0.541,0.673,0.681,NA,11.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.574992716
reenactment,3.952380952,NA,NA,NA,3.07,NA,NA,NA,2.388888889,0,0.555555556,0.555555556,0,3.222222222,2.210526316,2.263157895,3.684210526,2.578947368,2.052631579,3.619829907,0.479338843,5.45,4.14,5.7,5.45,NA,0.45,0.771,0.592,0.768,NA,10.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reentry,3.583333333,NA,NA,NA,3.14,NA,NA,NA,0.529411765,0,0.882352941,0.705882353,0,3.470588235,1.705882353,1,1.529411765,0.764705882,0.823529412,3.503132705,0.621052632,4.67,3.57,6.78,NA,4.67,0.33,0.604,0.449,0.5,NA,11.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
reference,2.761904762,2.636,2.4,2.35,2.38,NA,NA,NA,2,0.263157895,0.631578947,0.842105263,0.263157895,3.368421053,0.65,1.1,3.2,1.65,0.65,3.6114996,0.421428571,5.63,3.41,5.38,5.63,NA,0.63,0.633,0.312,0.595,2,8.67,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.676509142
referral,4.363636364,1.462,2.8,2.9,2.43,NA,NA,NA,1.7,0,0,0.45,0,1.5,0.684210526,1.052631579,1.526315789,2.684210526,0.684210526,2.031107406,0.465753425,5.52,4.52,5.64,5.52,NA,0.52,0.694,0.314,0.603,1.17,10.84,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.479290515
refinement,3.35,1.447,3.35,3.25,2.04,NA,NA,NA,2.823529412,1.294117647,1.588235294,1,1.176470588,3.823529412,0.578947368,1.789473684,2.315789474,1.789473684,0.894736842,4.434603999,0.24120603,6.05,3.78,5.54,6.05,NA,1.05,0.719,0.387,0.709,1.75,11.11,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.515711129
reflect,2.909090909,2.33,2.1,2.3,2.81,4.2,2.380952381,3.6,0.916666667,0.166666667,0.166666667,1.194444444,0.083333333,3.5,0.19047619,0.571428571,3.238095238,0.380952381,0.19047619,3.566332298,0.566820276,6.1,3.35,6.72,6.1,NA,1.1,0.698,0.342,0.472,2.11,9.89,2,3.182,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.633120835
reflection,3.130434783,2.41,2.25,2.6,3.29,NA,2.125,NA,0.526315789,0.105263158,0.315789474,0.736842105,0.052631579,4.421052632,0.421052632,0.631578947,3.421052632,1.368421053,0.473684211,4.430899106,0.709401709,5.7,4.1,5.65,5.7,NA,0.7,0.71,0.5,0.528,2.01,5.5,4,2.971,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.596037924
refreshment,2.35,1.716,3.6,3.6,3.42,NA,NA,NA,1.434782609,3.956521739,1.869565217,2.565217391,2,2.391304348,0.333333333,1.222222222,2.333333333,3.666666667,0.888888889,4.791103599,0.177370031,6.82,4.22,6.59,6.82,NA,1.82,0.667,0.41,0.352,1.6,7.24,2,3.719,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.369522899
refuel,1.954545455,1.643,2,3.8,3.53,NA,NA,NA,0.789473684,0.473684211,1.052631579,0.789473684,0.842105263,2.052631579,0.7,3.05,1.1,1.95,1.2,2.257326557,0.263157895,5.5,4.84,6.75,5.5,NA,0.5,0.592,0.445,0.5,1.1,10.22,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.409842193
refund,2.956521739,2.152,1.95,2.75,3.38,4.5,2.565217391,1.55,2.055555556,0,0.888888889,0.5,0,3.111111111,0.315789474,2.210526316,1.894736842,1.421052632,0.368421053,3.409235888,0.474576271,7,4.96,6.45,7,NA,2,0.541,0.528,0.43,1.29,9.47,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.451488525
refusal,3.761904762,1.826,2.75,3.2,2.81,NA,NA,NA,3.75,0,0.125,0.375,0,2.8125,0.380952381,0.952380952,2.142857143,2.285714286,0.285714286,4.217845028,0.530973451,2.95,3,4.91,NA,2.95,2.05,0.052,0.61,0.321,1.93,8.37,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.585351467
refute,4.047619048,1.544,1.8,2.3,2.21,2,1.333333333,1.91,2.941176471,0.294117647,0.294117647,1.176470588,0.235294118,1.882352941,0.176470588,0.705882353,3.176470588,4.117647059,0.352941176,3.233393796,0.396551724,4.37,4.55,4.96,NA,4.37,0.63,0.312,0.731,0.583,1.88,14.11,14,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.401770383
regard,4.095238095,2.575,1.85,2.7,1.79,2.8,NA,1.91,1.7,0.25,0.35,1.2,0.3,1.85,0.277777778,0.444444444,2.055555556,1.055555556,0.333333333,2.354833871,0.283185841,5.7,3.39,6.38,5.7,NA,0.7,0.802,0.336,0.809,2.08,10.2,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.643027663
regenerate,3.55,1.342,2.8,3.75,2.63,NA,NA,NA,0.352941176,0,0.588235294,1.411764706,0,2.941176471,0.888888889,1.333333333,1.666666667,0.888888889,0.888888889,3.054699164,0.555555556,5.76,4.65,5.95,5.76,NA,0.76,0.782,0.607,0.767,1.6,10.44,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.436802953
regeneration,3.25,1.544,2.95,4,2.92,NA,NA,NA,0.533333333,0,1.066666667,1.8,0.333333333,2.666666667,0.470588235,0.529411765,1,0.352941176,0.588235294,2.969972048,0.416666667,6,5,6.35,6,NA,1,0.76,0.64,0.845,1.44,11.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.556456149
regiment,4.913043478,2.394,2.3,2.85,4,NA,2.347826087,NA,0.882352941,0.058823529,0,1,0,2.176470588,1.105263158,1.789473684,2.526315789,1.789473684,0.947368421,2.289247251,0.528571429,5.16,3,5.83,5.16,NA,0.16,0.469,0.722,0.755,1.2,12.26,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.597994804
region,4.458333333,2.41,1.9,1.9,3.19,4.9,1.555555556,1.91,1.631578947,0.473684211,1.578947368,0.842105263,0.789473684,3.210526316,1.476190476,1.047619048,2.428571429,0.571428571,0.476190476,3.491618619,0.320987654,5.21,3.24,6.04,5.21,NA,0.21,0.54,0.295,0.712,1.88,9.14,6,4.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.664000034
regional,3.958333333,2.204,2.65,2.85,2.76,NA,NA,NA,0.875,0.5,0.5,1.1875,0.25,3.0625,0.789473684,0.842105263,2.052631579,1.315789474,0.736842105,3.152589047,0.441176471,4.95,4.95,5.08,NA,4.95,0.05,0.62,0.4,0.607,1.79,10.95,NA,4.294,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.661322176
registration,3.454545455,2.524,3.6,4.5,3.68,NA,2.72,NA,0.6875,0.25,0.5,0.375,0.125,2.625,0.684210526,2,2.157894737,1.578947368,0.789473684,2.649930189,0.547945205,4.79,3.09,5.32,NA,4.79,0.21,0.622,0.396,0.574,1.55,10.62,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.609523416
regretful,4.458333333,1.204,NA,NA,2.07,NA,NA,NA,2,0,0.047619048,3.142857143,0,1.952380952,0.444444444,0.666666667,3.166666667,2.444444444,0.666666667,3.595619895,0.44,3.1,4.56,4.09,NA,3.1,1.9,0.167,0.48,0.188,1.55,9.89,12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.218250841
